ID,question,answer,relevance
1943,What political conflicts marked the presidency of William Howard Taft ?,"Riding a wave of popular support for fellow Republican Roosevelt , Taft won an easy victory in his 1908 bid for the presidency .",0
8385,what are warehouse spreadsheets used for,"The integrated data are then moved to yet another database , often called the data warehouse database , where the data is arranged into hierarchical groups often called dimensions and into facts and aggregate facts .",0
7081,what is the official language of america ?,"Italian , Polish , and French are still widely spoken among populations descending from immigrants from those countries in the early 20th century , but the use of these languages is dwindling as the older generations die .",0
9644,what is linkedin used for,LinkedIn ( ) is a social networking website for people in professional occupations .,1
3851,what are corporation balance,"A standard company balance sheet has three parts : assets , liabilities and ownership equity .",0
6259,what month is the president inaugurated,"Since Chief Justice Oliver Ellsworth swore in President John Adams , no chief justice has missed an Inauguration Day .",0
261,What Are Mnemonic Devices,"Mnemonic systems are special techniques or strategies consciously used to improve memory , it helps employ information already stored in long-term memory to make memorization an easier task .",0
9233,What was Captain Ahab 's Ship in the novel `` Moby Dick '',"Ishmael soon learns that Ahab has one purpose on this voyage : to seek out Moby Dick , a ferocious , enigmatic white sperm whale .",0
3781,what is mpeg4 avc or sp/asp,The final drafting work on the first version of the standard was completed in May 2003 .,0
3623,what are the players in Quidditch ?,The game has been adopted in the real world in the form of Muggle Quidditch .,0
9464,what part of the plant are avocados,Avocado or alligator pear also refers to the fruit ( botanically a large berry that contains a single seed ) of the tree .,1
3948,how tennessee became a state,"Tennessee was the last state to leave the Union and join the Confederacy at the outbreak of the U.S. Civil War in 1861 , and the first state to be readmitted to the Union at the end of the war .",1
4433,what county is erie colorado,"The mission of the Erie Police Department is to communicate and work with the community to maintain a safe environment , prevent crime and enforce the law , while protecting the rights of all .",0
5091,what country is madrid spain in,"It also hosts major international institutions regulators of Spanish : the Standing Committee of the Association of Spanish Language Academies , headquarters of the Royal Spanish Academy ( RAE ) , the Cervantes Institute and the Foundation of Urgent Spanish ( Fundéu ) .",0
2140,Who Moved My Cheese Synopsis,"It describes change in one 's work and life , and four typical reactions to said change by two mice and two `` littlepeople '' , during their hunt for cheese .",1
5429,what kind of books does debbie macomber writes,"Debbie Macomber ( born October 22 , 1948 in Yakima , Washington ) is a best-selling American author of over 150 romance novels and contemporary women 's fiction .",1
1149,who reports the consumer price index,It is one of several price indices calculated by most national statistical agencies .,0
7748,what is the sign for degrees,"The symbol consists of a small raised circle , historically a zero glyph .",1
1826,where is the seed located in an artichoke,The globe artichoke ( Cynara cardunculus var . scolymus ) is a variety of a species of thistle cultivated as a food .,0
7163,what is the population of center tx,It is the county seat of Shelby County .,0
7298,how is root beer made ?,"Although roots are used as the source of many soft drinks throughout the world , often different names are used .",0
5675,what war led to Pearl Harbor,"The Philippine islands , at that time an American territory , were also a Japanese target .",0
4528,what did st.patrick do,"The text , however , distinguishes between `` Old Patrick '' ( thought to mean Palladius ) and `` Patrick , archapostle of the Scots , '' who died in 492 .",0
8854,where did the olmecs come from,They were the first Mesoamerican civilization and laid many of the foundations for the civilizations that followed .,0
525,who sang what a wonderful world,`` What a Wonderful World '' is a song written by Bob Thiele ( as `` George Douglas '' ) and George David Weiss .,0
8148,what languages are spoken in south africa,Different government departments and official bodies use different terms to denote Northern Sotho .,0
4426,what county is erie colorado,"The population according to the 2010 census is 18,135 and was recorded as 6,291 at the 2000 census .",0
5452,what triggered the civil war,Western successes led to Ulysses S. Grant command of all Union armies in 1864 .,0
2595,when was the american labor union formed,Labor unions are legally recognized as representatives of workers in many industries in the United States .,0
4126,what is homebrew for wii ?,It achieves this by defeating the Wii 's copy protection and code signing measures .,0
4966,what is `` thin film '' technology,"Similarly , a periodic structure of alternating thin films of different materials may collectively form a so-called superlattice which exploits the phenomenon of quantum confinement by restricting electronic phenomena to two-dimensions .",0
639,WHAT COUNTRY IS MEXICO IN,It has the fourteenth largest nominal GDP and the eleventh largest GDP by purchasing power parity .,0
6659,what year did martin luther king die,"In the final years of his life , King expanded his focus to include poverty and the Vietnam War , alienating many of his liberal allies with a 1967 speech titled `` Beyond Vietnam '' .",0
3991,what is puerto rico currency,"In 1895 , a Royal Decree ordered the production of provincial peso coins .",0
5595,what made the civil war different from others,"The American Civil War ( ACW ) , also known as the War between the States or simply the Civil War ( see naming ) , was a civil war fought from 1861 to 1865 between the United States ( the `` Union '' or the `` North '' ) and several Southern slave states that declared their secession and formed the Confederate States of America ( the `` Confederacy '' or the `` South '' ) .",0
7075,what is the official language of america ?,"The situation is quite varied at the state and territorial levels , with some states mirroring the federal policy of adopting no official language in a de jure capacity , others adopting English alone , others officially adopting English as well as local languages , and still others adopting a policy of de facto bilingualism .",0
2493,who owned kansas before it became a state,For thousands of years what is now Kansas was home to numerous and diverse Native American tribes .,0
6668,how much of earth is covered ocean water,Surface of the Atlantic ocean meeting the Earth 's planetary boundary layer and troposphere .,0
1652,What is and where is hydraulic fluid found and used for,Common hydraulic fluids are based on mineral oil or water .,1
7126,how much are the harry potter movies worth,"The books , with the seventh book split into two parts , have been made into an eight-part film series by Warner Bros. Pictures , the highest-grossing film series of all time .",0
40,when did gary moore die,"He guested on a number of albums recorded by high profile musicians , including a cameo appearance playing the lead guitar solo on `` She 's My Baby `` from Traveling Wilburys Vol . 3 .",0
9652,who won the super in xl1,The Colts defeated the Bears by the score of 29–17 .,1
946,when did world war 2 end,"In December 1941 , Japan joined the Axis , attacked the United States and European territories in the Pacific Ocean , and quickly conquered much of the Western Pacific .",0
1969,who are the characters in 90210 in season 3,It also deals with the aftermath of Naomi Clark 's assault .,0
9317,how many people were killed in the oklahoma city bombing,The bomb was estimated to have caused at least $ 652 million worth of damage .,0
6605,what year did the last monkeys go into space,The United States launched flights containing primate cargo primarily between 1948-1961 with one flight in 1969 and one in 1985 .,0
2077,who does afge represent,"The American Federation of Government Employees ( AFGE ) is an American labor union representing over 650,000 employees of the federal government , about 5,000 employees of the District of Columbia , and a few hundred private sector employees , mostly in and around federal facilities .",1
9083,what bird family is the owl,"They are found in all regions of the Earth except Antarctica , most of Greenland and some remote islands .",0
1046,when us subprime mortgage market collapse,"Further , U.S. households had become increasingly indebted , with the ratio of debt to disposable personal income rising from 77 % in 1990 to 127 % at the end of 2007 , much of this increase mortgage-related .",0
6082,what president was theodore roosevelt,"He temporarily left politics and went to the frontier , becoming a rancher in the `` Badlands '' in the Dakotas .",0
5786,how many US soldiers killed in Iraq war,"Estimates of casualty levels are available from reporters on the scene , from officials of involved organizations , and from groups that summarize information on incidents reported in the news media .",0
5230,what countries are under the buddhism religion,"( 1 ) Mahayana Buddhism , including East Asian Buddhism , with no fewer than 185 million adherents , and possibly several times that many ( again , depending on definitional issues ) .",0
8622,how does a dredge work ?,"Dredging can produce materials for land reclamation or other purposes ( usually construction-related ) , and has also historically played a significant role in gold mining .",0
6132,how many died in hiroshima and nagasaki,"In a US estimate of the total immediate and short term cause of death , 15–20 % died from radiation sickness , 20–30 % from burns , and 50–60 % from other injuries , compounded by illness .",0
9579,what percentage of the human body is water,"Body water is regulated by hormones , including anti-diuretic hormone ( ADH ) , aldosterone and atrial natriuretic peptide .",0
6681,how much of earth is covered ocean water,"The origin of Earth 's oceans is still unknown , but oceans are believed to have formed in the Hadean period and may have been the impetus for the emergence of life .",0
8436,what is middle class in the us,Members of the middle class belong to diverse groups which overlap with each other .,0
6036,what state was the civil war in,"In 1863 , Robert E. Lee 's Confederate incursion north ended at the Battle of Gettysburg .",0
6675,how much of earth is covered ocean water,"Approximately 72 % of the planet 's surface ( ~3.6x108 km2 ) is covered by saline water that is customarily divided into several principal oceans and smaller seas , with the ocean covering approximately 71 % of the Earth 's surface .",1
6328,how many innings makes an official game,"An official game in baseball , also sometimes called a regulation game , is a game that has progressed beyond the point at which it can be considered complete if necessary .",0
1824,Who invented egg rolls,"In Montreal , Canada , open-ended eggrolls are a Jewish-Chinese fusion dish .",0
2097,where is the valley at in los angeles,"Home to 1.76 million people , it lies north of the larger and more populous Los Angeles Basin .",0
6989,how old a child pedophile crime,"In the contexts of forensic psychology and law enforcement , a variety of typologies have been suggested to categorize pedophiles according to behavior and motivations .",0
7241,how long was frank sinatra famous,"Beginning his musical career in the swing era with Harry James and Tommy Dorsey , Sinatra found unprecedented success as a solo artist from the early to mid-1940s after being signed to Columbia Records in 1943 .",1
2901,who is on the hundred dollar bill,"The Series 2009 $ 100 bill redesign was unveiled on April 21 , 2010 , and was to be issued to the public on February 11 , 2011 , but production was shut down in December 2010 because as many as 30 % were unusable due to a manufacturing flaw .",0
3314,what is bourbon made of,"While it may be made anywhere in the United States , it is strongly associated with the American South in general , and Kentucky in particular .",0
5473,what kind of earthquake was haiti,Haitian government estimates were higher .,0
864,How many consecutive games did Ken Jennings win ?,Jennings is noted for holding the record for the longest winning streak on the U.S. syndicated game show Jeopardy !,0
8944,where is rashard lewis from ? ? ?,"Rashard Quovon Lewis ( born August 8 , 1979 in Pineville , Louisiana ) is an American professional basketball player who currently plays for the Miami Heat of the NBA .",1
4041,what is feedback mechanism in plants during respiration,"Cellular respiration is the set of the metabolic reactions and processes that take place in the cells of organisms to convert biochemical energy from nutrients into adenosine triphosphate ( ATP ) , and then release waste products .",1
5911,how many seasons of grey 's anatomy are there,"In 2012 , Grey 's Anatomy was named the fifth-highest revenue earning show , in terms of advertising per half-hour .",0
4908,what came first army or air force,This `` contrast between theory and fact is ... fundamental to an understanding of the AAF . '',0
6813,when album love always released,The album peaked at sixth on the US Billboard 200 and also appeared on international charts .,0
5459,what triggered the civil war,"It remains the deadliest war in American history , resulting in the deaths of an estimated 750,000 soldiers and an undetermined number of civilian casualties .",0
2338,What are the busiest airports in the world,"The definition of the world 's busiest airport has been specified by the Airports Council International in Geneva , Switzerland .",1
1554,where is the country andorra located,The people of Andorra have the 4th highest human life expectancy in the world — 82 years at birth .,0
3359,what is considered to be a disasters,"A disaster can be ostensively defined as any tragic event stemming from events such as earthquakes , floods , catastrophic accidents , fires , or explosions .",0
4846,what caused ww,"Even in later decades however , when much more information had been released , historians from the same culture have been shown to come to differing conclusions on the causes of the war .",0
3537,what is a full job time ? ?,Companies commonly require from 30–35 or 40 hours per week to be defined as full-time and therefore eligible for benefits .,0
5735,how many stripes on the flag,"Nicknames for the flag include the `` Stars and Stripes '' , `` Old Glory `` , and `` The Star-Spangled Banner . ''",0
1532,where is the Rhine river located on a map,"The Rhine ( ; ; ) is a European river that runs from the Swiss canton of Grisons in the southeastern Swiss Alps through Germany and eventually flows into the North Sea coast in the Netherlands and is the twelfth longest river in Europe , at about , with an average discharge of more than .",1
592,who sung the banana boat song,"Daylight has come , the shift is over and they want their work to be counted up so that they can go home .",0
7262,how is public policy created,"As an academic discipline , public policy is studied by professors and students at public policy schools of major universities throughout the country .",0
7318,what is the rule of the 9s,"For children and infants , the Lund-Browder chart is used to assess the burned body surface area .",0
6822,what is the @ sign called ?,"The fact that there is no single word in English for the symbol has prompted some writers to use the French arobase or Spanish and Portuguese arroba—or to coin new words such as asperand , ampersat—but none of these has achieved wide currency .",0
671,How Do You Get Hepatitis C,"In some cases , those with cirrhosis will go on to develop liver failure , liver cancer or life-threatening esophageal and gastric varices .",0
520,who replaced nikita khrushchev,"Despite the cuts , Khrushchev 's rule saw the tensest years of the Cold War , culminating in the Cuban Missile Crisis .",0
215,who played batman in dark knight,"The Dark Knight was released on July 16 , 2008 in Australia , on July 18 , 2008 in North America , and on July 24 , 2008 in the United Kingdom .",0
339,when was everybody hates chris made,"Everybody Hates Chris is an American television period sitcom that depicts the teenage experiences of comedian Chris Rock ( who is also the narrator ) while growing up in the Bedford-Stuyvesant neighborhood of Brooklyn , New York .",1
6038,what state was the civil war in,"In the Western Theater , William T. Sherman drove east to capture Atlanta and marched to the sea , destroying Confederate infrastructure along the way .",0
6692,what year did keeping up with the kardashians begin,"It follows the lives of the Kardashian/Jenner family , including sisters Kourtney , Kim , and Khloé Kardashian .",0
528,who sang what a wonderful world,Armstrong 's recording was inducted in the Grammy Hall of Fame in 1999 .,0
6322,what structure is disulfide bonds,"In chemistry , a disulfide bond ( Br.E . disulphide bond ) is a covalent bond , usually derived by the coupling of two thiol groups .",1
6283,what nationality is wendy williams,"She has written an autobiography and several other books , and has created a product line called Adorn by Wendy Williams .",0
6237,what states are on the east coast,"The East Coast of the United States , also known as the Eastern Seaboard or the Atlantic Seaboard and commonly shortened to East Coast , refers to the easternmost coast of the United States along the Atlantic Ocean .",0
2319,who makes blackberry,"The user interface varies by model ; most feature a physical QWERTY keyboard , while newer generations have relied on a multi-touch screen and virtual keyboard .",0
8305,what is vitamin a for,"The carotenes alpha-carotene , beta-carotene , gamma-carotene ; and the xanthophyll beta-cryptoxanthin ( all of which contain beta-ionone rings ) , but no other carotenoids , function as provitamin A in herbivores and omnivore animals , which possess the enzyme ( 15-15'-dioxygenase ) which cleaves beta-carotene in the intestinal mucosa and converts it retinol .",0
6493,what was bernie madoff selling,He employed at the firm his brother Peter as Senior Managing Director and Chief Compliance Officer ; Peter has since been sentenced to 10 years in prison .,0
8324,what is vitamin b12 used for,"Physically it resembles the other forms of vitamin B12 , occurring as dark red crystals that freely form cherry-colored transparent solutions in water .",0
1627,What is sign of cancer,"It spans the 90-120th degree of the zodiac , between 90 and 125.25 degree of celestial longitude , which the Sun transits this area on average between June 22 to July 22 each year .",0
33,who pulmonary hypertension,"According to the most recent classification , it can be one of five different types : arterial , venous , hypoxic , thromboembolic or miscellaneous .",0
6021,what state was the civil war in,"In the 1860 presidential election , Republicans , led by Abraham Lincoln , opposed expanding slavery into United States ' territories .",0
195,when did andrea doria sink,"The consequent shortage of lifeboats might have resulted in significant loss of life , but the efficiency of the ship 's technical design allowed it to stay afloat for over 11 hours after the ramming .",0
2249,how are aircraft radial engines built,Click for full resolution animation .,0
2621,when was the battle at tombstone fought,"Since then , the conflict has been portrayed with varying degrees of accuracy in numerous Western films and books .",0
8862,where do sesame seeds come from,"Sesame in Panchkhal valley , Nepal",0
6223,how many people were killed in the holocaust,"The occupiers required Jews and Romani to be confined in overcrowded ghettos before being transported by freight train to extermination camps where , if they survived the journey , most were systematically killed in gas chambers .",0
751,when did thomson make the plum-pudding model,"This work culminated in the solar-system-like ( but quantum-limited ) Bohr model of the atom in the same year , in which a nucleus containing an atomic number of positive charge is surrounded by an equal number of electrons in orbital shells .",0
3632,what is a millwright worker,"More generally in the English speaking world , early millwrights were specialist carpenters who erected machines used in agriculture , food processing and processing lumber and paper .",0
419,who played the drums in the band cream back in 1968,They were included in both Rolling Stone and VH1 's lists of the `` 100 Greatest Artists of All Time '' .,0
7551,what country is turkey in,"The Seljuk Sultanate of Rûm ruled Anatolia until the Mongol invasion in 1243 , upon which it disintegrated into several small Turkish beyliks .",0
4309,what does arraignment mean,Pleas of `` nolo contendere `` ( no contest ) and the `` Alford plea `` are allowed in some circumstances .,0
2775,when was the state of utah established,"Approximately 63 % of Utahns are reported to be members of The Church of Jesus Christ of Latter-day Saints or LDS ( Mormons ) , which greatly influences Utah culture and daily life .",0
3095,where did world war 1 start,"Ultimately , more than 70 million military personnel , including 60 million Europeans , were mobilised in one of the largest wars in history .",0
6472,what states does interstate 70 travel through,"The construction of I-70 in Colorado and Utah is considered an engineering marvel as the route passes through the Eisenhower Tunnel , Glenwood Canyon , and the San Rafael Swell .",0
8055,what are stocks and bonds,"Very often the bond is negotiable , i.e . the ownership of the instrument can be transferred in the secondary market .",0
8000,what is lockton affinity,The company was founded by Jack Lockton in 1966 and has since become the world’s 9th largest insurance brokerage firm .,0
4275,what are the three ossicles,"The ossicles ( also called auditory ossicles ) are the three smallest bones in the human body , the malleus , the incus and the stapes .",1
1144,who reports the consumer price index,"A graph of the US CPI from 1913 to 2006 ( in blue ) , and its percent annual change ( in red )",0
7333,how much does united states spend on health care,"Most of the population under 65 is insured by their or a family member 's employer , some buy health insurance on their own , and the remainder are uninsured .",0
1944,What political conflicts marked the presidency of William Howard Taft ?,"In his only term , Taft 's domestic agenda emphasized trust-busting , civil service reform , strengthening the Interstate Commerce Commission , improving the performance of the postal service , and passage of the Sixteenth Amendment .",0
1040,when us subprime mortgage market collapse,"Several major financial institutions collapsed in September 2008 , with significant disruption in the flow of credit to businesses and consumers and the onset of a severe global recession .",0
3612,what are the quad muscles,"The singular form quadricep , produced by hypercorrection , is frequently used .",0
599,when did the titanic sink,The RMS Titanic was the largest ship afloat at the time of her maiden voyage .,0
8245,what is adem disease,Acute disseminated encephalomyelitis ( ADEM ) is an immune mediated disease of the brain .,1
3274,what is another name for cpu,The term has been in use in the computer industry at least since the early 1960s .,0
7928,what is the capacity of the cowboy stadium,"It has the world 's largest column-free interior and the fourth largest high definition video screen , which hangs from 20 yard line to 20 yard line .",0
1815,Who invented egg rolls,Egg rolls as referred to in China .,0
4674,what do porcupines eat,"Most porcupines are about long , with an long tail .",0
3629,what is an arc in a story plot,"Many American comic book series are now written in four or six-issue arcs , within a continuing series .",0
6068,what president was theodore roosevelt,"He is noted for his exuberant personality , range of interests and achievements , and his leadership of the Progressive Movement , as well as his `` cowboy `` persona and robust masculinity .",0
2088,who hit the first home run at riverfront stadium ?,"Construction began on February 1 , 1968 , and was completed at a cost of less than $ 50 million .",0
7790,when slavery abolished,"While some slaves worked as house servants and urban artisans , the great majority worked on plantations or large farms , cultivating lucrative cash crops , such as rice , tobacco , sugar and , after 1800 , chiefly cotton .",0
7864,where is loxahatchee fl at,"Loxahatchee is also the name of the Post Office that serves this area , which is under the zip code of 33470 .",0
8135,what is a llc company ?,A limited liability company ( LLC ) is a flexible form of enterprise that blends elements of partnership and corporate structures .,1
2483,how did anne frank die,"After two years , the group was betrayed and transported to concentration camps .",0
3625,what is an arc in a story plot,"On a television program , for example , the story would unfold over many episodes .",0
6091,what president was theodore roosevelt,"He attempted to move the Republican Party ( GOP ) toward Progressivism , including trust busting and increased regulation of businesses .",0
2464,who killed general warren in bunker hill,"Warren had been commissioned a Major General in the colony 's militia shortly before the June 17 , 1775 Battle of Bunker Hill .",0
4208,what is kathmandu known for,Kathmandu is located in the Bagmati Zone .,0
4767,what creates sonic boom,"A sonic boom produced by an aircraft moving at M=2.92 , calculated from the cone angle of 20 degrees .",0
6798,what is surname and given name,"First/given , middle , and last/family/surname diagram with J. S. Bach as example .",0
8654,where did the persian war take place,"At the Battle of Lade , the Ionians suffered a decisive defeat , and the rebellion collapsed , with the final members being stamped out the following year .",1
7154,what is the population of algoma wi for 2010,Algoma is part of the Green Bay Metropolitan Statistical Area .,0
6571,how much total wealth in USA,"The wealth —more specifically , the median net worth—of households in the United States is varied with relation to race , education , geographic location and gender .",0
1026,who sang cool jerk,"This was taken from watching neighborhood pimps , who would dance in the clubs , but were too `` cool '' to do the jerk like regular folks .",0
2169,Where is Bubbles the Chimp now,"Bubbles was initially kept at the Jackson family 's home in Encino , Los Angeles , but was moved to Neverland Ranch in 1988 .",0
8090,who is shem in the bible,"Shem is mentioned in Genesis 5:32 , 6:10 ; 7:13 ; 9:18,23,26-27 ; 10 ; 11:10 ; also in 1 Chronicles 1:4 .",0
9666,what is stepwise linear regression,"In this example from engineering , necessity and sufficiency are usually determined by F-tests .",0
1476,where is modesto california,"Director George Lucas is a native of Modesto , graduating from Downey High School in 1962 .",0
1439,when was srv born,"In June 1989 , In Step was released and earned them a Grammy Award for Best Contemporary Blues Performance .",0
1259,who won antm cycle 12,"It premiered on March 4 , 2009 .",0
3320,what are the 7 continents,"Plate tectonics is the process and study of the movement , collision and division of continents , earlier known as continental drift .",0
1722,who is in the group trinity 5 7,Trin-i-tee 5:7 has sold over 2.5 million albums .,0
5842,how many albums has eminem sold in his career,"In 2010 , Eminem released his seventh studio album Recovery .",0
6480,what part of the government governs the US post office ?,It is one of the few government agencies explicitly authorized by the United States Constitution .,0
3145,where do cruises dock in new york city,The city will spend $ 4 million to renovate and upgrade the cruise terminal to accommodate the ship .,0
8557,what does the president of the usa do,"On January 20 , 2009 , Barack Obama became the 44th and current president .",0
4283,what does a timing belt do,"Timing belt ( camshaft ) , a toothed belt used to drive the camshaft ( s ) within an internal combustion engine",1
3642,what is a mule in coins,"Opinion is divided between those who think that they are accidental , the result of an incorrect combination of a new die with one that had officially been withdrawn from use , or the work of coiners working with dies stolen from an official mint , perhaps at a time when one of them should have been destroyed .",0
5633,what the names of destiny 's child,"Billboard magazine ranks the group as one of the greatest musical trios of all time , the ninth most successful artist/band of the 2000s , and placed the group 68th in its All-Time Hot 100 Artists list in 2008 .",0
6095,what president was theodore roosevelt,"On the world stage , Roosevelt 's policies were characterized by his slogan , `` Speak softly and carry a big stick `` .",0
5904,how many seasons of grey 's anatomy are there,"Dr. Callie Torres ( Sara Ramirez ) and Dr. Mark Sloan ( Eric Dane ) also enter the show in the second season , while the latter dies in the premiere of the ninth season .",0
5218,what does the green mean on the mexican flag,"However , the coat of arms has had the same features throughout : an eagle , holding a serpent in its talon , is perched on top of a prickly pear cactus ; the cactus is situated on a rock that rises above a lake .",0
6034,what state was the civil war in,"Lincoln issued the Emancipation Proclamation , which made ending slavery a war goal .",0
3366,what is corpus christi holiday,Oil on canvas by Carl Emil Doepler .,0
6486,what part of the government governs the US post office ?,"The USPS has exclusive access to letter boxes marked `` U.S. Mail '' and personal letterboxes in the United States , but still competes against private package delivery services , such as UPS and FedEx .",0
9395,what is 6 pin din connector,"Both are standards of the Deutsches Institut für Normung , the German standards body .",0
1964,who are the characters in 90210 in season 3,"The CW officially renewed the show for a third season on February 16 , 2010 .",0
740,when did thomson make the plum-pudding model,"In this model , the atom is composed of electrons ( which Thomson still called `` corpuscles '' , though G. J. Stoney had proposed that atoms of electricity be called electrons in 1894 ) surrounded by a soup of positive charge to balance the electrons ' negative charges , like negatively charged `` plums `` surrounded by positively charged `` pudding `` .",0
3854,what are corporation balance,"The difference between the assets and the liabilities is known as equity or the net assets or the net worth or capital of the company and according to the accounting equation , net worth must equal assets minus liabilities .",0
8508,what are the characteristics of an ethnic group,"The Korowai people of Papua numbered just around 3,000 people , and were uncontacted until the 1970s .",0
2831,where did mark jackson play pro basketball ?,Jackson has also worked as a commentator for ESPN and ABC alongside his former coach Jeff Van Gundy and play-by-play man Mike Breen .,0
8083,who is shem in the bible,Islamic literature describes Shem as one of the believing sons of Noah .,0
9310,how many nature oceans are on earth,The Solar System 's gas giant planets are also believed to possess liquid atmospheric layers of yet to be confirmed compositions .,0
8922,when was pearl harbor bombed,The attack came as a profound shock to the American people and led directly to the American entry into World War II in both the Pacific and European theaters .,0
9677,what is the difference between alpha lipoic acid and lipoic acid,LA appears physically as a yellow solid and structurally contains a terminal carboxylic acid and a terminal dithiolane ring .,0
1868,When did F15s first fly,"Since the 1970s , the Eagle has been exported to Israel , Japan , Saudi Arabia , and other nations .",0
7691,what is extreme right wing,The most extreme-right movements have pursued oppression and genocide against groups of people on the basis of their alleged inferiority .,0
2764,What Is the Largest Whale,"A 2002 report estimated there were 5,000 to 12,000 blue whales worldwide , located in at least five groups .",0
1314,who won season 2 of project runway,"Following a nationwide search earlier in the year , sixteen designers were chosen as semi-finalists and brought to New York City in June , 2005 .",0
4318,what does auld lang syne mean,"It is well known in many countries , especially in the English-speaking world ; its traditional use being to celebrate the start of the New Year at the stroke of midnight .",0
4059,what is firewire used for,"The 1394 interface is comparable to USB , and often those two technologies are considered together , though USB has more market share .",0
4781,what does Mazel tov ! mean,`` good luck '' ) is a phrase used to express congratulations for a happy and significant occasion or event .,1
4596,what day is the feast of st joseph 's ?,He is also the step-father of Jesus of Nazareth /Jesus Christ .,0
1491,where is rolling rock brewed,Rolling Rock is a 4.6 % abv pale lager launched in 1939 by the Latrobe Brewing Company .,0
2803,how deep can be drill for deep underwater,"It has been economically infeasible for many years , but with rising oil prices , more companies are investing in this area .",0
2499,who owned kansas before it became a state,"The abolitionists eventually prevailed and on January 29 , 1861 , Kansas entered the Union as a free state .",0
328,when did coca cola first come out,"Coca-Cola is a carbonated soft drink sold in stores , restaurants , and vending machines in every country except Cuba and North Korea .",0
6799,what is surname and given name,J. S. Bach shared his given name with six immediate family members and many extended family members .,0
2904,who is on the hundred dollar bill,"On April 24 , 2013 , the Federal Reserve announced the new $ 100 bill would enter circulation on October 8 , 2013 .",0
7636,what cities are in the bahamas,"Freeport , Bahamas",1
7500,who was bush 's national security advisor,Hadley ( right ) discussing the 2006 Israel-Lebanon crisis with Bush and Rice .,1
2115,Who Started the Mormon Church,"During the 19th century Mormon converts tended to gather to a central geographic location , and between 1852 and 1890 a minority of Mormons openly practiced plural marriage , a form of religious polygamy .",0
8215,when was malcolm x assassinated,He has been called one of the greatest and most influential African Americans in history .,0
8333,what is vitamin b12 used for,"Biosynthesis of the basic structure of the vitamin is accomplished only by bacteria ( which usually produce hydroxocobalamin ) , but conversion between different forms of the vitamin can be accomplished in the human body .",0
704,when is it memorial day,"Memorial Day is not to be confused with Veterans Day ; Memorial Day is a day of remembering the men and women who died while serving , while Veterans Day celebrates the service of all U.S. military veterans , living or dead .",0
1546,where is the country andorra located,"Andorra ( ; , ) , officially the Principality of Andorra ( ) , also called the Principality of the Valleys of Andorra , ( ) , is a landlocked microstate in Southwestern Europe , located in the eastern Pyrenees mountains and bordered by Spain and France .",1
7605,what was the cash and carry lend lease,Supplies after the termination date were sold to Britain at a large discount for £1 .075 billion using long-term loans from the United States .,0
8942,who sang proud mary,"The song was released as a single from the band 's second studio album , Bayou Country , both released by Fantasy Records in January 1969 ( although another reference related to album liner notes says just before Christmas , which would imply December 1968 ) .",0
3698,what is a synthetic conduit,"Tissue-engineered nerve guidance conduits are a combination of many elements : scaffold structure , scaffold material , cellular therapies , neurotrophic factors and biomimetic materials .",0
7665,what is honey bee propolis,"Propolis is used for small gaps ( approximately or less ) , while larger spaces are usually filled with beeswax .",0
8141,what languages are spoken in south africa,Most South Africans can speak more than one language .,0
8952,who sings the song never ending story,"It was a success in many countries , reaching No . 1 Norway and Sweden , No . 2 in Austria , Germany and Italy , No . 4 in the UK and No . 6 in the US Billboard Adult Contemporary chart .",0
5557,how many presidents of the us,"He is the only president to serve more than two terms , and a constitutional amendment , affecting presidents after Harry Truman , was passed to limit the number of times an individual can be elected president .",0
7201,what was the date of pearl harbor,"Two of these were later raised , and with the remaining four repaired , six battleships returned to service later in the war .",0
534,when was Saddle Creek founded,"Collectively , they were known unofficially as the `` Creekers '' .",0
9117,what does the federal reserve do,"According to the Board of Governors , the Federal Reserve System `` is considered an independent central bank because its monetary policy decisions do not have to be approved by the President or anyone else in the executive or legislative branches of government , it does not receive funding appropriated by the Congress , and the terms of the members of the Board of Governors span multiple presidential and congressional terms . ''",0
3713,what is amoxicillin for ?,Amoxicillin is one of the most common antibiotics prescribed for children .,0
7833,what is in the alpine mountain systems,"The Alps are one of the great mountain range systems of Europe stretching approximately across eight Alpine countries from Austria and Slovenia in the east , Switzerland , Liechtenstein , Germany , France to the west and Italy and Monaco to the south .",0
3067,What country is the largest stalagmite,"If these formations grow together , the result is known as a column .",0
3017,where do you find iodine,"Iodine is required by higher animals , which use it to synthesize thyroid hormones , which contain the element .",0
377,when was fdr elected as president,"Roosevelt is consistently rated by scholars as one of the top three U.S. Presidents , along with Abraham Lincoln and George Washington .",0
5343,what channel is letterman on,"CBS has a contract with Worldwide Pants to continue the show through 2014 ; by then , Letterman will surpass Johnny Carson as the longest tenured late-night talk show host .",0
1044,when us subprime mortgage market collapse,"A high percentage of these subprime mortgages , over 90 % in 2006 for example , were adjustable-rate mortgages .",0
8031,where does the return address go on mail,"In the United Kingdom , the return address is usually placed on the reverse of the envelope , near the top .",1
6609,what year did the last monkeys go into space,Overall thirty-two monkeys flew in the space program ; none flew more than once .,0
3190,who is the actor that plays harry potter,"When a reporter compared potions professor Horace Slughorn 's obsession with famous names to the series ' connection to `` every notable British actor , '' Jim Broadbent , who plays Slughorn said , `` Well , not every actor gets invited .",0
